studyName,Island,Colony,Site Number,Nest Number,Egg 1 Lay Date,Egg 2 Lay Date,Egg 1 Loss Date,Egg 2 Loss Date,Chick 1 Hatch Date,Chick 2 Hatch Date,Chick 1 Loss Date,Chick 2 Loss Date,Chick 1 Creche Date,Chick 2 Creche Date,Notes
PAL1213,HUM,2,4,2,51,52,0,0,87,88,0,0,117,117,NULL
PAL1213,HUM,2,4,3,51,54,0,0,87,87,0,0,109,109,NULL
PAL1213,HUM,2,4,4,46,48,0,0,81,83,0,94,117,0,NULL
PAL1213,HUM,2,4,5,53,59,0,0,87,95,0,0,117,117,NULL
PAL1213,HUM,2,6,1,49,0,69,0,0,0,0,0,0,0,NULL
PAL1213,HUM,2,6,2,45,46,0,0,79,79,0,0,117,117,NULL
PAL1213,HUM,2,6,3,45,48,0,0,80,81,0,0,117,117,NULL
PAL1213,HUM,2,6,4,45,48,0,0,81,82,0,0,117,117,NULL
PAL1213,HUM,2,6,5,41,42,0,0,75,77,0,0,117,117,NULL
PAL1314,HUM,2,1,1,53,53,73,73,0,0,0,0,0,0,NULL
PAL1314,HUM,2,1,2,53,0,73,0,0,0,0,0,0,0,NULL
PAL1314,HUM,2,1,3,53,0,0,0,85,0,0,0,108,0,NULL
PAL1314,HUM,2,1,4,53,55,0,0,86,88,0,0,108,108,NULL
PAL1314,HUM,2,1,5,53,55,0,0,85,85,0,0,108,108,NULL
PAL1314,HUM,2,2,1,53,0,0,0,85,0,0,0,108,0,NULL
PAL1314,HUM,2,2,2,53,53,0,0,86,87,0,0,108,108,NULL
PAL1314,HUM,2,2,3,53,53,0,0,85,85,0,0,108,108,NULL
PAL1314,HUM,2,2,4,53,53,0,0,85,86,0,0,108,108,NULL
PAL1314,HUM,2,2,5,53,53,0,0,85,86,0,91,108,0,NULL
PAL1314,HUM,2,3,1,53,53,73,73,0,0,0,0,0,0,LOSS
PAL1314,HUM,2,3,2,53,0,73,0,0,0,0,0,0,0,LOSS
PAL1314,HUM,2,3,3,53,53,0,0,85,85,0,0,108,108,NULL
PAL1314,HUM,2,3,4,53,53,0,0,85,85,0,0,108,108,NULL
PAL1314,HUM,2,3,5,53,53,0,0,85,85,0,0,108,108,NULL
PAL1314,HUM,2,4,1,53,53,73,73,0,0,0,0,0,0,NULL
PAL1314,HUM,2,4,2,53,53,0,0,85,85,0,0,108,108,NULL
PAL1314,HUM,2,4,3,53,53,0,85,85,0,0,0,108,0,NULL
PAL1314,HUM,2,4,4,53,53,0,0,85,85,0,0,108,108,NULL
PAL1415,HUM,2,1,1,45,48,0,0,83,83,93,93,0,0,NULL
PAL1415,HUM,2,1,2,44,47,0,0,83,83,0,0,105,105,Precipitated by E-seals
PAL1415,HUM,2,1,3,49,52,55,56,0,0,0,0,0,0,NULL
PAL1415,HUM,2,1,4,44,47,0,0,83,83,0,0,115,115,NULL
PAL1415,HUM,2,1,5,45,50,0,0,83,83,0,0,115,115,NULL
PAL1415,HUM,2,2,1,45,48,59,59,0,0,0,0,0,0,NULL
PAL1415,HUM,2,2,2,42,50,65,67,0,0,0,0,0,0,Long duration between lay dates?
PAL1415,HUM,2,2,3,48,51,63,63,0,0,0,0,0,0,NULL
PAL1415,HUM,2,2,4,45,47,0,0,83,83,0,0,115,115,NULL
PAL1415,HUM,2,2,5,45,47,0,83,83,0,0,0,115,0,NULL
PAL1415,HUM,2,3,1,48,51,0,0,85,85,0,90,115,0,NULL
PAL1415,HUM,2,3,2,52,55,0,0,86,87,0,0,115,115,NULL
PAL1415,HUM,2,3,3,46,49,0,0,83,85,0,86,115,0,NULL
PAL1415,HUM,2,3,4,45,49,999,999,0,0,0,0,0,0,NULL
PAL1415,HUM,2,3,5,50,53,0,0,85,86,0,0,115,115,NULL
PAL1415,HUM,2,4,1,47,50,0,53,83,0,106,0,0,0,NULL
PAL1415,HUM,2,4,2,48,51,0,0,83,84,0,0,115,115,NULL
PAL1415,HUM,2,4,3,48,52,0,0,84,86,0,0,115,115,NULL
PAL1415,HUM,2,4,4,50,53,0,0,83,83,0,0,115,115,NULL
PAL1415,HUM,2,4,5,44,48,0,0,85,86,0,95,115,0,NULL
PAL1516,HUM,2,1,1,0,0,0,0,0,0,0,0,0,0,NEVER LAID EGGS
PAL1516,HUM,2,1,2,46,50,0,0,81,81,0,97,116,0,NULL
PAL1516,HUM,2,1,3,46,48,0,57,81,0,0,0,116,0,11/26 EGG KICKED OUT
PAL1516,HUM,2,1,4,46,47,0,0,81,81,0,0,111,111,NULL
PAL1516,HUM,2,1,5,46,46,0,0,81,81,0,0,111,111,NULL
PAL1516,HUM,2,2,1,48,52,0,58,84,0,94,0,0,0,EGG KICKED OUT ON 12/27
PAL1516,HUM,2,2,2,46,46,0,0,81,81,0,0,111,111,NULL
PAL1516,HUM,2,2,3,46,46,96,81,0,0,0,0,0,0,NULL
PAL1516,HUM,2,2,4,46,46,81,81,0,0,0,0,0,0,NULL
PAL1516,HUM,2,2,5,46,46,0,0,81,81,0,0,111,111,NULL
PAL1516,HUM,2,3,1,48,52,0,0,83,84,0,0,116,116,NULL
PAL1516,HUM,2,3,2,48,52,0,0,83,86,102,99,0,0,NULL
PAL1516,HUM,2,3,3,52,56,0,0,87,88,0,0,116,116,NULL
PAL1516,HUM,2,3,4,46,49,0,0,83,84,0,0,116,116,NULL
PAL1516,HUM,2,3,5,48,52,0,0,83,85,0,0,116,116,NULL
PAL1516,HUM,2,4,1,48,52,0,0,83,86,0,0,109,109,NULL
PAL1516,HUM,2,4,2,46,46,0,0,81,81,0,0,108,108,NULL
PAL1516,HUM,2,4,3,52,53,0,0,86,86,0,0,116,116,NULL
PAL1516,HUM,2,4,4,46,49,0,0,82,81,0,0,108,108,NULL
PAL1516,HUM,2,4,5,52,56,0,0,82,88,0,0,108,108,NULL
PAL1617,HUM,2,1,1,45,45,70,70,0,0,0,0,0,0,NULL
PAL1617,HUM,2,1,2,45,55,0,0,79,81,0,98,109,0,NULL
PAL1617,HUM,2,1,3,45,45,0,0,76,76,0,0,111,111,NULL
PAL1617,HUM,2,1,4,45,45,0,0,76,76,0,0,114,114,NULL
PAL1617,HUM,2,1,5,45,45,0,0,76,76,0,98,114,0,NULL
PAL1617,HUM,2,2,1,45,55,0,70,80,0,0,0,116,0,NULL
PAL1617,HUM,2,2,2,45,46,0,0,78,79,101,98,0,0,NULL
PAL1617,HUM,2,2,3,45,55,0,70,78,0,0,0,109,0,NULL
PAL1617,HUM,2,2,4,55,55,0,999,82,0,0,0,116,0,NULL
PAL1617,HUM,2,2,5,45,45,0,0,78,78,0,0,114,114,NULL
PAL1617,HUM,2,3,1,45,55,0,0,79,81,90,88,0,0,NULL
PAL1617,HUM,2,3,2,45,45,0,0,76,76,0,0,116,116,NULL
PAL1617,HUM,2,3,3,45,45,0,0,76,76,0,0,116,116,NULL
PAL1617,HUM,2,3,4,45,45,0,0,79,80,0,0,115,115,NULL
PAL1617,HUM,2,3,5,45,46,0,0,80,81,0,0,115,115,NULL
PAL1617,HUM,2,4,1,45,55,0,0,76,80,0,0,116,116,NULL
PAL1617,HUM,2,4,2,45,45,0,0,76,76,0,0,116,116,NULL
PAL1617,HUM,2,4,3,46,55,0,0,81,81,0,0,116,116,NULL
PAL1617,HUM,2,4,4,45,45,0,0,76,76,0,0,114,114,NULL
PAL1617,HUM,2,4,5,46,55,0,0,80,81,0,0,114,114,NULL
PAL1718,HUM,2,1,1,45,0,69,0,0,0,0,0,0,0,NULL
PAL1718,HUM,2,1,2,45,46,0,0,79,79,0,0,110,110,NULL
PAL1718,HUM,2,1,3,45,47,0,0,80,81,0,0,110,110,NULL
PAL1718,HUM,2,1,4,45,46,0,0,75,76,0,0,108,108,NULL
PAL1718,HUM,2,1,5,45,48,0,0,78,80,0,0,108,108,NULL
PAL1718,HUM,2,2,1,0,0,0,0,0,0,0,0,0,0,NEST NEVER LAID
PAL1718,HUM,2,2,2,49,51,0,0,85,86,0,0,110,110,NULL
PAL1718,HUM,2,2,3,43,46,0,0,79,81,0,0,110,110,NULL
PAL1718,HUM,2,2,4,46,49,0,0,80,83,0,0,108,108,NULL
PAL1718,HUM,2,2,5,45,46,0,0,78,79,0,0,108,108,NULL
PAL1718,HUM,2,3,1,41,43,69,69,0,0,0,0,0,0,NULL
PAL1718,HUM,2,3,2,43,45,0,0,78,78,0,0,110,110,NULL
PAL1718,HUM,2,3,3,43,46,0,0,78,80,0,0,110,110,NULL
PAL1718,HUM,2,3,4,45,49,0,0,83,83,0,0,108,108,NULL
PAL1718,HUM,2,3,5,45,46,0,0,81,83,0,0,108,108,NULL
PAL1718,HUM,2,4,1,47,50,0,0,83,83,105,102,0,0,NULL
PAL1718,HUM,2,4,2,41,43,0,0,74,74,0,96,112,0,NULL
PAL1718,HUM,2,4,3,43,46,0,0,79,80,0,0,112,112,NULL
PAL1718,HUM,2,4,4,43,45,0,999,78,0,0,0,112,0,E2 DID NOT HATCH
PAL1718,HUM,2,4,5,43,45,0,0,78,79,0,0,112,112,NULL
PAL2021,HUM,2,1,1,0,0,73,0,0,0,0,0,0,0,NULL
PAL2021,HUM,2,1,2,0,0,0,0,73,78,81,80,0,0,Chick 2 dead in nest.
PAL2021,HUM,2,1,3,0,0,0,0,76,77,0,0,109,109,NULL
PAL2021,HUM,2,1,4,0,0,0,0,75,82,0,87,113,0,NULL
PAL2021,HUM,2,1,5,0,0,0,0,77,77,0,0,115,115,NULL
PAL2021,HUM,2,2,1,0,0,0,0,73,74,0,0,115,115,NULL
PAL2021,HUM,2,2,2,0,0,0,0,77,78,0,0,111,111,NULL
PAL2021,HUM,2,2,3,0,0,0,0,75,76,0,0,109,109,NULL
PAL2021,HUM,2,2,4,0,0,0,0,74,76,0,0,111,111,NULL
PAL2021,HUM,2,2,5,0,0,0,0,81,81,0,0,111,111,NULL
PAL2021,HUM,2,3,1,0,0,0,0,78,81,0,86,115,0,NULL
PAL2021,HUM,2,3,2,0,0,0,96,80,0,0,0,111,0,NULL
PAL2021,HUM,2,3,3,0,0,0,0,79,79,0,0,113,113,NULL
PAL2021,HUM,2,3,4,0,0,0,0,78,79,0,0,111,111,NULL
PAL2021,HUM,2,3,5,0,0,0,0,79,80,0,0,113,113,NULL
PAL2021,HUM,2,4,1,0,0,0,0,78,78,0,0,113,113,NULL
PAL2021,HUM,2,4,2,0,0,0,0,75,76,101,85,0,0,NULL
PAL2021,HUM,2,4,3,0,0,0,0,77,78,0,0,113,113,NULL
PAL2021,HUM,2,4,4,0,0,0,0,73,74,0,0,107,107,NULL
PAL2021,HUM,2,4,5,0,0,0,0,75,75,0,0,107,107,NULL
PAL2021,HUM,2,5,1,0,0,0,0,79,80,0,0,116,116,NULL
PAL2021,HUM,2,5,2,0,0,0,0,84,85,0,0,113,113,NULL
PAL2021,HUM,2,5,3,0,0,0,85,79,0,0,0,109,0,NULL
PAL2021,HUM,2,5,4,0,0,0,0,73,73,0,0,107,107,NULL
PAL2021,HUM,2,5,5,0,0,0,0,74,75,0,85,107,0,NULL
PAL2021,HUM,2,6,1,0,0,0,0,82,83,0,0,115,115,NULL
PAL2021,HUM,2,6,2,0,0,0,0,77,80,0,0,115,115,NULL
PAL2021,HUM,2,6,3,0,0,0,0,76,77,0,0,113,113,NULL
PAL2021,HUM,2,6,4,0,0,0,0,76,77,0,0,111,111,NULL
PAL2021,HUM,2,6,5,0,0,0,0,87,0,94,0,0,0,NULL
